CSN U12 Masculin;2025-2026;;;;;;;
id;weekday;date;time;home team;away team;arena;score;attendance
29;Tuesday;2026-06-30;00:00:00;CSM VSKC Miercurea Ciuc;CS Axiopolis Cernavoda;;0-0;
30;Tuesday;2026-06-30;00:00:00;CSS Ramnicu Valcea;CS Sport Star Timisoara;;0-0;
19;Tuesday;2026-06-30;00:00:00;ACS Pro Basketball Group Bucuresti;ABC Hoops Brasov Rosu;;0-0;
20;Tuesday;2026-06-30;00:00:00;ACS Gladius Lucky Dragons Targu Mures;ACS Academia de Baschet Ursii Borsec;;0-0;
22;Tuesday;2026-06-30;00:00:00;ACS U-BT Cluj-Napoca Mov;CSS Viitorul Cluj-Napoca;;0-0;
23;Tuesday;2026-06-30;00:00:00;CS Amicii Pitesti;CSS Nr 6 Bucuresti 2;;0-0;
24;Tuesday;2026-06-30;00:00:00;CS Perform Medias;CSM Vaslui;;0-0;
25;Tuesday;2026-06-30;00:00:00;ABC Hoops Brasov Rosu;ACS U-BT Cluj-Napoca Mov;;0-0;
26;Tuesday;2026-06-30;00:00:00;ACS Academia de Baschet Ursii Borsec;ACS Pro Basketball Group Bucuresti;;0-0;
27;Tuesday;2026-06-30;00:00:00;ACS Dan Dacian Bucuresti Mov;ACS Gladius Lucky Dragons Targu Mures;;0-0;
29;Tuesday;2026-06-30;00:00:00;CSS Viitorul Cluj-Napoca;CS Amicii Pitesti;;0-0;
30;Tuesday;2026-06-30;00:00:00;CSS Nr 6 Bucuresti 2;CS Perform Medias;;0-0;
16;Tuesday;2026-06-30;00:00:00;CSM Corona Brasov;ACS MC Ball Mangalia;;0-0;
17;Tuesday;2026-06-30;00:00:00;CS Miandra 2008 Buzau;ACS Templiers Academy Galati 3;;0-0;
19;Tuesday;2026-06-30;00:00:00;ABC Evolution Bucuresti Otopeni;ACS First Class Voluntari;;0-0;
20;Tuesday;2026-06-30;00:00:00;ABC Slam Bucuresti Mov;ACS Cruisers Constanta;;0-0;
21;Tuesday;2026-06-30;00:00:00;ACS First Class Voluntari;ABC Slam Bucuresti Mov;;0-0;
23;Tuesday;2026-06-30;00:00:00;ACS MC Ball Mangalia;ABC Evolution Bucuresti Otopeni;;0-0;
24;Tuesday;2026-06-30;00:00:00;ACS Templiers Academy Galati 3;CSM Corona Brasov;;0-0;
25;Tuesday;2026-06-30;00:00:00;AS Pandurii Targoviste;CS Miandra 2008 Buzau;;0-0;
19;Tuesday;2026-06-30;00:00:00;ACS Primo Megaball Pitesti Alb;ABC Hoopers Ploiesti Mov;;0-0;
20;Tuesday;2026-06-30;00:00:00;ACS For You Buzau;ACS Academia de Baschet Arad;;0-0;
22;Tuesday;2026-06-30;00:00:00;ACS U-BT Cluj-Napoca Argintiu;CSS Tulcea;;0-0;
23;Tuesday;2026-06-30;00:00:00;ASBC Valbon Arad;CSS Nr 1 Constanta;;0-0;
24;Tuesday;2026-06-30;00:00:00;CS Muresul Targu Mures;CSM Ploiesti;;0-0;
25;Tuesday;2026-06-30;00:00:00;ABC Hoopers Ploiesti Mov;ACS U-BT Cluj-Napoca Argintiu;;0-0;
26;Tuesday;2026-06-30;00:00:00;ACS Academia de Baschet Arad;ACS Primo Megaball Pitesti Alb;;0-0;
27;Tuesday;2026-06-30;00:00:00;ACS Dan Dacian Bucuresti Albastru;ACS For You Buzau;;0-0;
29;Tuesday;2026-06-30;00:00:00;CSS Tulcea;ASBC Valbon Arad;;0-0;
30;Tuesday;2026-06-30;00:00:00;CSS Nr 1 Constanta;CS Muresul Targu Mures;;0-0;
19;Tuesday;2026-06-30;00:00:00;ACS Phoenix Suceava;ABC Hoopers Ploiesti Auriu;;0-0;
20;Tuesday;2026-06-30;00:00:00;CS Fly OC Constanta;ABC Slam Bucuresti Rosu;;0-0;
22;Tuesday;2026-06-30;00:00:00;ACS Toyin Constanta;CSS Sighetu Marmatiei;;0-0;
23;Tuesday;2026-06-30;00:00:00;ASBC Alpha Bucuresti Negru;CSS Medias;;0-0;
24;Tuesday;2026-06-30;00:00:00;CS MP Sport Timisoara;CSM Pitesti;;0-0;
25;Tuesday;2026-06-30;00:00:00;ABC Hoopers Ploiesti Auriu;ACS Toyin Constanta;;0-0;
26;Tuesday;2026-06-30;00:00:00;ABC Slam Bucuresti Rosu;ACS Phoenix Suceava;;0-0;
27;Tuesday;2026-06-30;00:00:00;ACS Cuza Pirates Braila;CS Fly OC Constanta;;0-0;
29;Tuesday;2026-06-30;00:00:00;CSS Sighetu Marmatiei;ASBC Alpha Bucuresti Negru;;0-0;
30;Tuesday;2026-06-30;00:00:00;CSS Medias;CS MP Sport Timisoara;;0-0;
16;Tuesday;2026-06-30;00:00:00;CSS Nr 6 Bucuresti 1;ACS U-BT Cluj-Napoca Gri;;0-0;
17;Tuesday;2026-06-30;00:00:00;CSM Ramnicu Sarat;CN Teodor Nes Salonta;;0-0;
18;Tuesday;2026-06-30;00:00:00;CSS Unirea Iasi;CS Otopeni;;0-0;
19;Tuesday;2026-06-30;00:00:00;ABC Hoops Brasov Negru;ACS Genial Baschet 22 Bucuresti;;0-0;
20;Tuesday;2026-06-30;00:00:00;ACS Academia de Baschet Phoenix Galati;ACS Dan Dacian Bucuresti Galben;;0-0;
21;Tuesday;2026-06-30;00:00:00;ACS Genial Baschet 22 Bucuresti;ACS Academia de Baschet Phoenix Galati;;0-0;
22;Tuesday;2026-06-30;00:00:00;ACS Dan Dacian Bucuresti Galben;CSS Unirea Iasi;;0-0;
23;Tuesday;2026-06-30;00:00:00;ACS U-BT Cluj-Napoca Gri;ABC Hoops Brasov Negru;;0-0;
24;Tuesday;2026-06-30;00:00:00;CN Teodor Nes Salonta;CSS Nr 6 Bucuresti 1;;0-0;
25;Tuesday;2026-06-30;00:00:00;CS Otopeni;CSM Ramnicu Sarat;;0-0;
;;;;;;;;
26;Thursday;2026-07-02;00:00:00;CSU Andu Sibiu Alb;ACS Primo Mega Ball Pitesti 1;;0-0;
27;Thursday;2026-07-02;00:00:00;CS Sport Star Timisoara;ACS U-BT Cluj-Napoca Alb;;0-0;
28;Thursday;2026-07-02;00:00:00;CSS Giurgiu;ASBC Alpha Bucuresti Alb;;0-0;
29;Thursday;2026-07-02;00:00:00;ABC Slam Bucuresti Alb;ACS Energy Basketball Academy Targu Jiu Alb;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Champions Bucuresti;ACS Dan Dacian Bucuresti Negru;;0-0;
26;Thursday;2026-07-02;00:00:00;ABC Rising Stars Popesti-Leordeni Albastru;ACS U-BT Cluj-Napoca Negru;;0-0;
27;Thursday;2026-07-02;00:00:00;CSS Targoviste;ASBC Valbon Arad;;0-0;
29;Thursday;2026-07-02;00:00:00;ACS Ingerasii din Banie Craiova;ACS SB Horatiu Giurgiu Bucuresti 1;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Cormoran Constanta Alb;ACS Dan Dacian Bucuresti Portocaliu;;0-0;
31;Thursday;2026-07-02;00:00:00;ACS Vikings Basketball Academy Iasi;ABC Rising Stars Popesti Leordeni Negru;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS Total Sport Bucuresti;ACS Baschet Team Giurgiu;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS Madmax Iasi;ACS Cormoran Constanta Smarald;;0-0;
35;Thursday;2026-07-02;00:00:00;CS MP Sport Timisoara;CSU Andu Sibiu Galben;;0-0;
36;Thursday;2026-07-02;00:00:00;CSM Ploiesti;ABC Laguna Bucuresti Alb;;0-0;
26;Thursday;2026-07-02;00:00:00;A Solaris Sporting Club Ploiesti 1;ACS Supreme Constanta;;0-0;
27;Thursday;2026-07-02;00:00:00;CS Vest Activ Timisoara Albastru;ACS Vilis Bucuresti;;0-0;
29;Thursday;2026-07-02;00:00:00;ABC Leii Bucuresti;ACS Jaguarii Bucuresti;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS BC Lions Craiova;ACS Deceneu Tulcea 2;;0-0;
31;Thursday;2026-07-02;00:00:00;CS BBB Raptors Berceni Negru;ABC Laguna Bucuresti Negru;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS Victoria Arad;ACS Baller Bucuresti 2;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS Star 2010 Tragu Jiu;ACS Deceneu Tulcea 1;;0-0;
35;Thursday;2026-07-02;00:00:00;CS Tonika Pucioasa;CSU Andu Sibiu Negru;;0-0;
36;Thursday;2026-07-02;00:00:00;CSS Gheorgheni;CSS Sibiu;;0-0;
26;Thursday;2026-07-02;00:00:00;A Solaris Sporting Club Ploiesti 2;ACS Synergy Baschet Iasi;;0-0;
27;Thursday;2026-07-02;00:00:00;CS Vest Activ Timisoara Galben;ACS Wolf Pack Bucuresti;;0-0;
29;Thursday;2026-07-02;00:00:00;ABC Play Bucuresti 1;ACS Juniors Craiova;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Bedene Baschet Valenii de Munte;ACS Energy Basketball Academy Targu Jiu Albastru;;0-0;
26;Thursday;2026-07-02;00:00:00;ABC Best Arad;ACS Templiers Academy Galati 1;;0-0;
27;Thursday;2026-07-02;00:00:00;CSM Alexandria;ASBC Fan Baschet Otopeni Galben;;0-0;
29;Thursday;2026-07-02;00:00:00;ABC Play Bucuresti 2;ACS Kids Tampa 2015 Brasov;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Champions Bucuresti;ACS Fireballs Sibiu Albastru;;0-0;
31;Thursday;2026-07-02;00:00:00;CS BBB Raptors Berceni Galben;ABC Laguna Bucuresti Gri;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS U-BT Cluj-Napoca Rosu;ACS Baller Bucuresti 1;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS Sedu Corunca;ACS Dan Dacian Bucuresti Verde;;0-0;
35;Thursday;2026-07-02;00:00:00;CS Steaua Magic 2008 Bucuresti;CSU Andu Sibiu Albastru;;0-0;
36;Thursday;2026-07-02;00:00:00;CSS Focsani;CSS Sfantu Gheorghe;;0-0;
26;Thursday;2026-07-02;00:00:00;ABC Blue Sharks Constanta;ACS Templiers Academy Galati 2;;0-0;
27;Thursday;2026-07-02;00:00:00;CSM Constanta;ASBC Fan Baschet Otopeni Mov;;0-0;
29;Thursday;2026-07-02;00:00:00;ABC Shooting Stars Buftea;ACS Mambra Sport Timisoara;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Cristina Ciocan Resita;ACS Fireballs Sibiu Galben;;0-0;
31;Thursday;2026-07-02;00:00:00;CS Axiopolis Cernavoda;ABC Laguna Bucuresti Albastru;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS U-BT Cluj-Napoca Portocaliu;ACS AS 30 Bucuresti;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS SB Horatiu Giurgiu Bucuresti 2;ACS Dan Dacian Bucuresti Rosu;;0-0;
35;Thursday;2026-07-02;00:00:00;CS Sport Star Timisoara;CSM VSKC Miercurea Ciuc;;0-0;
36;Thursday;2026-07-02;00:00:00;CSO Voluntari;CSS Ramnicu Valcea;;0-0;
31;Thursday;2026-07-02;00:00:00;CS Amicii Pitesti;ABC Hoops Brasov Rosu;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS U-BT Cluj-Napoca Mov;ACS Academia de Baschet Ursii Borsec;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS Pro Basketball Group Bucuresti;ACS Dan Dacian Bucuresti Mov;;0-0;
35;Thursday;2026-07-02;00:00:00;CS Perform Medias;CSS Viitorul Cluj-Napoca;;0-0;
36;Thursday;2026-07-02;00:00:00;CSM Vaslui;CSS Nr 6 Bucuresti 2;;0-0;
26;Thursday;2026-07-02;00:00:00;ABC Evolution Bucuresti Otopeni;ACS Templiers Academy Galati 3;;0-0;
27;Thursday;2026-07-02;00:00:00;CSM Corona Brasov;AS Pandurii Targoviste;;0-0;
29;Thursday;2026-07-02;00:00:00;ABC Slam Bucuresti Mov;ACS MC Ball Mangalia;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Cruisers Constanta;ACS First Class Voluntari;;0-0;
31;Thursday;2026-07-02;00:00:00;ASBC Valbon Arad;ABC Hoopers Ploiesti Mov;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS U-BT Cluj-Napoca Argintiu;ACS Academia de Baschet Arad;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS Primo Megaball Pitesti Alb;ACS Dan Dacian Bucuresti Albastru;;0-0;
35;Thursday;2026-07-02;00:00:00;CS Muresul Targu Mures;CSS Tulcea;;0-0;
36;Thursday;2026-07-02;00:00:00;CSM Ploiesti;CSS Nr 1 Constanta;;0-0;
31;Thursday;2026-07-02;00:00:00;ASBC Alpha Bucuresti Negru;ABC Hoopers Ploiesti Auriu;;0-0;
32;Thursday;2026-07-02;00:00:00;ACS Toyin Constanta;ABC Slam Bucuresti Rosu;;0-0;
33;Thursday;2026-07-02;00:00:00;ACS Phoenix Suceava;ACS Cuza Pirates Braila;;0-0;
35;Thursday;2026-07-02;00:00:00;CS MP Sport Timisoara;CSS Sighetu Marmatiei;;0-0;
36;Thursday;2026-07-02;00:00:00;CSM Pitesti;CSS Medias;;0-0;
26;Thursday;2026-07-02;00:00:00;ABC Hoops Brasov Negru;CN Teodor Nes Salonta;;0-0;
27;Thursday;2026-07-02;00:00:00;CSS Nr 6 Bucuresti 1;CS Otopeni;;0-0;
28;Thursday;2026-07-02;00:00:00;CSS Unirea Iasi;CSM Ramnicu Sarat;;0-0;
29;Thursday;2026-07-02;00:00:00;ACS Academia de Baschet Phoenix Galati;ACS U-BT Cluj-Napoca Gri;;0-0;
30;Thursday;2026-07-02;00:00:00;ACS Dan Dacian Bucuresti Galben;ACS Genial Baschet 22 Bucuresti;;0-0;
;;;;;;;;
31;Friday;2026-07-03;00:00:00;ASBC Alpha Bucuresti Alb;CS Sport Star Timisoara;;0-0;
32;Friday;2026-07-03;00:00:00;ACS Energy Basketball Academy Targu Jiu Alb;ACS Champions Bucuresti;;0-0;
33;Friday;2026-07-03;00:00:00;ACS Primo Mega Ball Pitesti 1;ABC Slam Bucuresti Alb;;0-0;
34;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Alb;CSU Andu Sibiu Alb;;0-0;
35;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Negru;CSS Giurgiu;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Champions Bucuresti;ACS Primo Mega Ball Pitesti 1;;0-0;
37;Friday;2026-07-03;00:00:00;CSU Andu Sibiu Alb;ASBC Alpha Bucuresti Alb;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Slam Bucuresti Alb;ACS U-BT Cluj-Napoca Alb;;0-0;
39;Friday;2026-07-03;00:00:00;CSS Giurgiu;CS Sport Star Timisoara;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Negru;ACS Energy Basketball Academy Targu Jiu Alb;;0-0;
31;Friday;2026-07-03;00:00:00;CS Valcea 1924 Ramnicu Valcea Rosu;CSS Targoviste;;0-0;
32;Friday;2026-07-03;00:00:00;ACS SB Horatiu Giurgiu Bucuresti 1;ACS Cormoran Constanta Alb;;0-0;
33;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Negru;ACS Ingerasii din Banie Craiova;;0-0;
34;Friday;2026-07-03;00:00:00;ASBC Valbon Arad;ABC Rising Stars Popesti-Leordeni Albastru;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Cormoran Constanta Alb;ACS U-BT Cluj-Napoca Negru;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Rising Stars Popesti-Leordeni Albastru;CS Valcea 1924 Ramnicu Valcea Rosu;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Ingerasii din Banie Craiova;ASBC Valbon Arad;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Portocaliu;ACS SB Horatiu Giurgiu Bucuresti 1;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Rising Stars Popesti Leordeni Negru;CS MP Sport Timisoara;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Baschet Team Giurgiu;ACS Vikings Basketball Academy Iasi;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Cormoran Constanta Smarald;ACS Total Sport Bucuresti;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Educatie si Performanta prin Baschet Bucuresti;ACS Madmax Iasi;;0-0;
42;Friday;2026-07-03;00:00:00;CSU Andu Sibiu Galben;CSM Ploiesti;;0-0;
43;Friday;2026-07-03;00:00:00;CSM Ploiesti;ABC Rising Stars Popesti Leordeni Negru;;0-0;
44;Friday;2026-07-03;00:00:00;CS MP Sport Timisoara;ACS Baschet Team Giurgiu;;0-0;
45;Friday;2026-07-03;00:00:00;ACS Vikings Basketball Academy Iasi;ACS Cormoran Constanta Smarald;;0-0;
46;Friday;2026-07-03;00:00:00;ACS Total Sport Bucuresti;ACS Educatie si Performanta prin Baschet Bucuresti;;0-0;
48;Friday;2026-07-03;00:00:00;ABC Laguna Bucuresti Alb;CSU Andu Sibiu Galben;;0-0;
31;Friday;2026-07-03;00:00:00;CS Campina;CS Vest Activ Timisoara Albastru;;0-0;
32;Friday;2026-07-03;00:00:00;ACS Jaguarii Bucuresti;ACS BC Lions Craiova;;0-0;
33;Friday;2026-07-03;00:00:00;ACS Supreme Constanta;ABC Leii Bucuresti;;0-0;
34;Friday;2026-07-03;00:00:00;ACS Vilis Bucuresti;A Solaris Sporting Club Ploiesti 1;;0-0;
36;Friday;2026-07-03;00:00:00;ACS BC Lions Craiova;ACS Supreme Constanta;;0-0;
37;Friday;2026-07-03;00:00:00;A Solaris Sporting Club Ploiesti 1;CS Campina;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Leii Bucuresti;ACS Vilis Bucuresti;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Deceneu Tulcea 2;ACS Jaguarii Bucuresti;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Laguna Bucuresti Negru;CS Tonika Pucioasa;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Baller Bucuresti 2;CS BBB Raptors Berceni Negru;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Deceneu Tulcea 1;ACS Victoria Arad;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Ingerasii din Banie Craiova;ACS Star 2010 Tragu Jiu;;0-0;
42;Friday;2026-07-03;00:00:00;CSU Andu Sibiu Negru;CSS Gheorgheni;;0-0;
43;Friday;2026-07-03;00:00:00;CSS Gheorgheni;ABC Laguna Bucuresti Negru;;0-0;
44;Friday;2026-07-03;00:00:00;CS Tonika Pucioasa;ACS Baller Bucuresti 2;;0-0;
45;Friday;2026-07-03;00:00:00;CS BBB Raptors Berceni Negru;ACS Deceneu Tulcea 1;;0-0;
46;Friday;2026-07-03;00:00:00;ACS Victoria Arad;ACS Ingerasii din Banie Craiova;;0-0;
48;Friday;2026-07-03;00:00:00;CSS Sibiu;CSU Andu Sibiu Negru;;0-0;
31;Friday;2026-07-03;00:00:00;CS Concordia Chiajna;CS Vest Activ Timisoara Galben;;0-0;
32;Friday;2026-07-03;00:00:00;ACS Juniors Craiova;ACS Bedene Baschet Valenii de Munte;;0-0;
33;Friday;2026-07-03;00:00:00;ACS Synergy Baschet Iasi;ABC Play Bucuresti 1;;0-0;
34;Friday;2026-07-03;00:00:00;ACS Wolf Pack Bucuresti;A Solaris Sporting Club Ploiesti 2;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Bedene Baschet Valenii de Munte;ACS Synergy Baschet Iasi;;0-0;
37;Friday;2026-07-03;00:00:00;A Solaris Sporting Club Ploiesti 2;CS Concordia Chiajna;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Play Bucuresti 1;ACS Wolf Pack Bucuresti;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Energy Basketball Academy Targu Jiu Albastru;ACS Juniors Craiova;;0-0;
31;Friday;2026-07-03;00:00:00;CS Magic Champions Bucuresti Alb;CSM Alexandria;;0-0;
32;Friday;2026-07-03;00:00:00;ACS Kids Tampa 2015 Brasov;ACS Champions Bucuresti;;0-0;
33;Friday;2026-07-03;00:00:00;ACS Templiers Academy Galati 1;ABC Play Bucuresti 2;;0-0;
34;Friday;2026-07-03;00:00:00;ASBC Fan Baschet Otopeni Galben;ABC Best Arad;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Champions Bucuresti;ACS Templiers Academy Galati 1;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Best Arad;CS Magic Champions Bucuresti Alb;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Play Bucuresti 2;ASBC Fan Baschet Otopeni Galben;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Fireballs Sibiu Albastru;ACS Kids Tampa 2015 Brasov;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Laguna Bucuresti Gri;CS Steaua Magic 2008 Bucuresti;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Baller Bucuresti 1;CS BBB Raptors Berceni Galben;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Verde;ACS U-BT Cluj-Napoca Rosu;;0-0;
40;Friday;2026-07-03;00:00:00;ACS CS Heart Drobeta Turneu Severin 2;ACS Sedu Corunca;;0-0;
42;Friday;2026-07-03;00:00:00;CSU Andu Sibiu Albastru;CSS Focsani;;0-0;
43;Friday;2026-07-03;00:00:00;CSS Focsani;ABC Laguna Bucuresti Gri;;0-0;
44;Friday;2026-07-03;00:00:00;CS Steaua Magic 2008 Bucuresti;ACS Baller Bucuresti 1;;0-0;
45;Friday;2026-07-03;00:00:00;CS BBB Raptors Berceni Galben;ACS Dan Dacian Bucuresti Verde;;0-0;
46;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Rosu;ACS CS Heart Drobeta Turneu Severin 2;;0-0;
48;Friday;2026-07-03;00:00:00;CSS Sfantu Gheorghe;CSU Andu Sibiu Albastru;;0-0;
31;Friday;2026-07-03;00:00:00;CS Magic Champions Bucuresti Albastru;CSM Constanta;;0-0;
32;Friday;2026-07-03;00:00:00;ACS Mambra Sport Timisoara;ACS Cristina Ciocan Resita;;0-0;
33;Friday;2026-07-03;00:00:00;ACS Templiers Academy Galati 2;ABC Shooting Stars Buftea;;0-0;
34;Friday;2026-07-03;00:00:00;ASBC Fan Baschet Otopeni Mov;ABC Blue Sharks Constanta;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Cristina Ciocan Resita;ACS Templiers Academy Galati 2;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Blue Sharks Constanta;CS Magic Champions Bucuresti Albastru;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Shooting Stars Buftea;ASBC Fan Baschet Otopeni Mov;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Fireballs Sibiu Galben;ACS Mambra Sport Timisoara;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Laguna Bucuresti Albastru;CS Sport Star Timisoara;;0-0;
38;Friday;2026-07-03;00:00:00;ACS AS 30 Bucuresti;CS Axiopolis Cernavoda;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Rosu;ACS U-BT Cluj-Napoca Portocaliu;;0-0;
40;Friday;2026-07-03;00:00:00;ACS CS Heart Drobeta Turneu Severin 1;ACS SB Horatiu Giurgiu Bucuresti 2;;0-0;
42;Friday;2026-07-03;00:00:00;CSM VSKC Miercurea Ciuc;CSO Voluntari;;0-0;
43;Friday;2026-07-03;00:00:00;CSO Voluntari;ABC Laguna Bucuresti Albastru;;0-0;
44;Friday;2026-07-03;00:00:00;CS Sport Star Timisoara;ACS AS 30 Bucuresti;;0-0;
45;Friday;2026-07-03;00:00:00;CS Axiopolis Cernavoda;ACS Dan Dacian Bucuresti Rosu;;0-0;
46;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Portocaliu;ACS CS Heart Drobeta Turneu Severin 1;;0-0;
48;Friday;2026-07-03;00:00:00;CSS Ramnicu Valcea;CSM VSKC Miercurea Ciuc;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Hoops Brasov Rosu;CS Perform Medias;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Academia de Baschet Ursii Borsec;CS Amicii Pitesti;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Mov;ACS U-BT Cluj-Napoca Mov;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Gladius Lucky Dragons Targu Mures;ACS Pro Basketball Group Bucuresti;;0-0;
42;Friday;2026-07-03;00:00:00;CSS Viitorul Cluj-Napoca;CSM Vaslui;;0-0;
43;Friday;2026-07-03;00:00:00;CSM Vaslui;ABC Hoops Brasov Rosu;;0-0;
44;Friday;2026-07-03;00:00:00;CS Perform Medias;ACS Academia de Baschet Ursii Borsec;;0-0;
45;Friday;2026-07-03;00:00:00;CS Amicii Pitesti;ACS Dan Dacian Bucuresti Mov;;0-0;
46;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Mov;ACS Gladius Lucky Dragons Targu Mures;;0-0;
48;Friday;2026-07-03;00:00:00;CSS Nr 6 Bucuresti 2;CSS Viitorul Cluj-Napoca;;0-0;
31;Friday;2026-07-03;00:00:00;CS Miandra 2008 Buzau;CSM Corona Brasov;;0-0;
32;Friday;2026-07-03;00:00:00;ACS MC Ball Mangalia;ACS Cruisers Constanta;;0-0;
33;Friday;2026-07-03;00:00:00;ACS Templiers Academy Galati 3;ABC Slam Bucuresti Mov;;0-0;
34;Friday;2026-07-03;00:00:00;AS Pandurii Targoviste;ABC Evolution Bucuresti Otopeni;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Cruisers Constanta;ACS Templiers Academy Galati 3;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Evolution Bucuresti Otopeni;CS Miandra 2008 Buzau;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Slam Bucuresti Mov;AS Pandurii Targoviste;;0-0;
40;Friday;2026-07-03;00:00:00;ACS First Class Voluntari;ACS MC Ball Mangalia;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Hoopers Ploiesti Mov;CS Muresul Targu Mures;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Academia de Baschet Arad;ASBC Valbon Arad;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Albastru;ACS U-BT Cluj-Napoca Argintiu;;0-0;
40;Friday;2026-07-03;00:00:00;ACS For You Buzau;ACS Primo Megaball Pitesti Alb;;0-0;
42;Friday;2026-07-03;00:00:00;CSS Tulcea;CSM Ploiesti;;0-0;
43;Friday;2026-07-03;00:00:00;CSM Ploiesti;ABC Hoopers Ploiesti Mov;;0-0;
44;Friday;2026-07-03;00:00:00;CS Muresul Targu Mures;ACS Academia de Baschet Arad;;0-0;
45;Friday;2026-07-03;00:00:00;ASBC Valbon Arad;ACS Dan Dacian Bucuresti Albastru;;0-0;
46;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Argintiu;ACS For You Buzau;;0-0;
48;Friday;2026-07-03;00:00:00;CSS Nr 1 Constanta;CSS Tulcea;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Hoopers Ploiesti Auriu;CS MP Sport Timisoara;;0-0;
38;Friday;2026-07-03;00:00:00;ABC Slam Bucuresti Rosu;ASBC Alpha Bucuresti Negru;;0-0;
39;Friday;2026-07-03;00:00:00;ACS Cuza Pirates Braila;ACS Toyin Constanta;;0-0;
40;Friday;2026-07-03;00:00:00;CS Fly OC Constanta;ACS Phoenix Suceava;;0-0;
42;Friday;2026-07-03;00:00:00;CSS Sighetu Marmatiei;CSM Pitesti;;0-0;
43;Friday;2026-07-03;00:00:00;CSM Pitesti;ABC Hoopers Ploiesti Auriu;;0-0;
